City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,lucapa,-8.4192,20.7447,71.94,75,1,3.27,AO,2023-10-29 15:24:09
288,pallisa,1.145,33.7094,67.01,95,100,4.05,UG,2023-10-29 15:24:09
289,kozhevnikovo,56.2589,83.9714,19.26,91,7,5.26,RU,2023-10-29 15:24:10
290,tucurui,-3.7661,-49.6725,97.81,31,76,4.74,BR,2023-10-29 15:24:10
291,ampanihy,-24.7,44.75,71.1,76,20,3.11,MG,2023-10-29 15:24:10
292,porto novo,6.4965,2.6036,84.02,86,99,3.91,BJ,2023-10-29 15:24:10
293,pisco,-13.7,-76.2167,77.02,60,0,25.32,PE,2023-10-29 15:24:11
294,glace bay,46.1969,-59.957,45.05,65,75,16.11,CA,2023-10-29 15:24:11
295,tandil,-37.3217,-59.1332,62.69,34,100,13.78,AR,2023-10-29 15:22:57
296,kurumkan,54.3,110.3,16.12,67,28,1.01,RU,2023-10-29 15:24:12
297,mek'ele,13.4967,39.4753,61.59,77,61,11.23,ET,2023-10-29 15:24:12
298,mana,5.6592,-53.7767,83.64,76,100,15.08,GF,2023-10-29 15:24:12
299,hawaiian paradise park,19.5933,-154.9731,83.71,72,20,5.75,US,2023-10-29 15:24:13
300,fortuna,40.5982,-124.1573,70.93,42,0,1.01,US,2023-10-29 15:19:17
301,selibaby,15.159,-12.1829,94.48,29,47,2.75,MR,2023-10-29 15:24:13
302,nemuro,43.3236,145.575,49.35,71,29,9.73,JP,2023-10-29 15:24:13
303,sainte-anne-des-monts,49.124,-66.4924,39.07,75,98,24.16,CA,2023-10-29 15:24:14
304,coahuayana de hidalgo,18.7,-103.6583,87.33,67,96,6.82,MX,2023-10-29 15:24:14
305,gaspe,48.8334,-64.4819,42.71,52,20,10.36,CA,2023-10-29 15:24:14
306,bich'vinta,43.1592,40.3378,60.98,72,98,5.26,GE,2023-10-29 15:24:14
307,al jawf,29.5,38.75,63.64,79,100,13.27,SA,2023-10-29 15:24:15
308,los banos,14.1667,121.1833,79.66,91,64,5.12,PH,2023-10-29 15:24:15
309,tura,25.5198,90.2201,66.63,92,15,3.94,IN,2023-10-29 15:24:15
310,jurm,36.8648,70.8342,54.28,51,7,2.3,AF,2023-10-29 15:24:15
311,ar rutbah,33.0381,40.2848,73.29,45,100,9.6,IQ,2023-10-29 15:24:15
312,grants pass,42.439,-123.3284,63.46,26,0,8.05,US,2023-10-29 15:24:09
313,weno,7.4515,151.8468,82.35,83,100,10.36,FM,2023-10-29 15:24:16
314,constantia,44.1833,28.65,56.08,62,0,8.08,RO,2023-10-29 15:24:16
315,alta,69.9689,23.2717,17.19,83,75,3.44,NO,2023-10-29 15:24:16
316,touros,-5.1989,-35.4608,79.02,75,83,17.96,BR,2023-10-29 15:24:17
317,nouadhibou,20.931,-17.0347,71.58,88,0,13.8,MR,2023-10-29 15:24:17
318,erenhot,43.6475,111.9767,40.05,46,100,7.78,CN,2023-10-29 15:24:17
319,praia da vitoria,38.7333,-27.0667,61.05,82,40,10.58,PT,2023-10-29 15:24:18
320,warman,52.3168,-106.5679,30.11,74,100,16.11,CA,2023-10-29 15:24:18
321,turkmenbasy,40.0222,52.9552,61.57,88,75,11.5,TM,2023-10-29 15:24:18
322,bushehr,28.9684,50.8385,77.09,65,0,4.61,IR,2023-10-29 15:24:19
323,avesta,60.1455,16.1679,32.59,94,100,4.61,SE,2023-10-29 15:24:19
324,esmeraldas,-19.7625,-44.3139,86.86,49,100,4.68,BR,2023-10-29 15:24:19
325,mata-utu,-13.2816,-176.1745,82.83,75,33,4.03,WF,2023-10-29 15:24:20
326,lata,40.1629,-8.3327,62.82,96,83,4.79,PT,2023-10-29 15:24:20
327,karungdong,5.8844,121.263,79.99,77,49,0.96,PH,2023-10-29 15:24:20
328,hamilton,39.1834,-84.5333,57.9,93,100,4.61,US,2023-10-29 15:21:33
329,higuera de zaragoza,25.95,-109.2833,84.13,49,0,5.75,MX,2023-10-29 15:24:21
330,maisi,43.0395,41.2621,58.28,69,99,3.24,GE,2023-10-29 15:24:21
331,vadso,70.0744,29.7487,21.36,93,75,10.36,NO,2023-10-29 15:24:21
332,lanzhou,36.0564,103.7922,53.89,44,2,1.01,CN,2023-10-29 15:19:37
333,altai,46.3722,96.2583,33.78,69,86,21.39,MN,2023-10-29 15:24:22
334,flying fish cove,-10.4217,105.6791,78.48,88,75,9.22,CX,2023-10-29 15:24:22
335,dul'durga,50.6761,113.5931,16.43,48,40,1.1,RU,2023-10-29 15:24:22
336,egilsstadir,65.2653,-14.3948,33.71,100,100,3.44,IS,2023-10-29 15:20:32
337,fisterra,42.9049,-9.2629,55.02,71,100,21.7,ES,2023-10-29 15:24:22
338,jinxiang,27.4327,120.6062,64.31,84,0,7.0,CN,2023-10-29 15:24:23
339,yauya,-8.9833,-77.3,61.27,52,100,3.22,PE,2023-10-29 15:24:23
340,kashary,49.04,41.0056,48.43,77,42,10.56,RU,2023-10-29 15:24:23
341,kushiro,42.975,144.3747,45.95,82,91,6.44,JP,2023-10-29 15:24:24
342,kharp,66.8014,65.8081,8.37,98,100,2.68,RU,2023-10-29 15:24:24
343,cadereyta,25.5833,-99.9833,89.51,50,13,10.04,MX,2023-10-29 15:24:24
344,grand falls-windsor,48.9332,-55.6649,39.51,63,7,4.0,CA,2023-10-29 15:24:24
345,nizhneudinsk,54.9076,99.0276,17.02,58,18,3.04,RU,2023-10-29 15:24:25
346,ancud,-41.8697,-73.8203,47.62,56,42,21.39,CL,2023-10-29 15:24:25
347,takab,36.4009,47.1133,52.72,44,17,1.68,IR,2023-10-29 15:24:25
348,sandnessjoen,66.0217,12.6316,28.51,86,20,4.61,NO,2023-10-29 15:24:25
349,guayaramerin,-10.8368,-65.3614,93.58,44,80,8.12,BO,2023-10-29 15:24:25
350,tazovsky,67.4667,78.7,3.4,94,14,3.38,RU,2023-10-29 15:24:26
351,eirunepe,-6.6603,-69.8736,80.44,78,100,2.53,BR,2023-10-29 15:24:26
352,sihanoukville,10.6093,103.5296,78.75,94,40,2.3,KH,2023-10-29 15:24:26
353,greymouth,-42.4667,171.2,51.93,57,85,4.45,NZ,2023-10-29 15:24:27
354,ta`u,-14.2336,-169.5144,80.44,80,48,13.22,AS,2023-10-29 15:24:27
355,toulepleu guere,6.574,-8.4259,77.86,77,95,1.01,CI,2023-10-29 15:24:27
356,smara,26.7384,-11.6719,79.5,26,100,9.4,EH,2023-10-29 15:24:27
357,marsabit,2.3284,37.9899,65.53,80,68,3.6,KE,2023-10-29 15:24:28
358,as sulayyil,20.4607,45.5779,79.05,33,65,8.93,SA,2023-10-29 15:24:28
359,marsh harbour,26.5412,-77.0636,79.23,69,0,21.34,BS,2023-10-29 15:24:28
360,tchintabaraden,15.8969,5.7985,87.75,10,1,5.32,NE,2023-10-29 15:24:28
361,belle fourche,44.6714,-103.8522,30.51,63,100,19.66,US,2023-10-29 15:24:29
362,dampit,-8.2116,112.7493,68.54,93,100,3.71,ID,2023-10-29 15:20:28
363,warrenton,-28.114,24.8475,60.33,50,25,15.59,ZA,2023-10-29 15:24:29
364,pariaman,-0.619,100.12,77.05,89,99,2.57,ID,2023-10-29 15:24:29
365,minas de marcona,-15.2119,-75.1103,69.35,58,26,17.11,PE,2023-10-29 15:24:30
366,fort-shevchenko,44.5086,50.263,57.85,72,73,9.78,KZ,2023-10-29 15:24:30
367,island harbour,50.724,-1.2758,55.92,84,44,5.99,GB,2023-10-29 15:24:30
368,i-n-salah,27.1935,2.4607,85.96,16,98,4.18,DZ,2023-10-29 15:24:31
369,el calafate,-50.3408,-72.2768,43.93,43,98,12.19,AR,2023-10-29 15:24:31
370,sumenep,-7.0167,113.8667,81.27,73,13,8.84,ID,2023-10-29 15:24:31
371,visakhapatnam,17.69,83.2093,75.09,83,75,2.3,IN,2023-10-29 15:24:31
372,pacific grove,36.6177,-121.9166,74.55,20,0,8.05,US,2023-10-29 15:22:48
373,kalajoki,64.25,23.95,31.91,90,99,2.21,FI,2023-10-29 15:24:32
374,fuxin,42.0156,121.6589,53.04,39,100,5.59,CN,2023-10-29 15:24:32
375,longboat key,27.4125,-82.659,89.02,45,40,14.97,US,2023-10-29 15:22:27
376,qaisumah,28.3112,46.1273,73.36,31,0,3.44,SA,2023-10-29 15:24:32
377,usogorsk,63.4106,48.6872,25.66,83,100,6.38,RU,2023-10-29 15:24:33
378,franklin,39.9667,-83.0166,56.8,94,100,3.44,US,2023-10-29 15:24:33
379,tuy hoa,13.0833,109.3,76.41,92,60,4.03,VN,2023-10-29 15:24:33
380,uzgen,40.7699,73.3007,61.83,37,100,4.47,KG,2023-10-29 15:24:34
381,onguday,50.75,86.15,31.82,96,100,1.28,RU,2023-10-29 15:24:34
382,raychikhinsk,49.7838,129.4121,34.3,62,100,6.8,RU,2023-10-29 15:24:34
383,port douglas,-16.4833,145.4667,74.19,68,100,11.41,AU,2023-10-29 15:23:07
384,izazi,-7.2,35.7333,80.19,48,11,3.94,TZ,2023-10-29 15:24:38
385,chemin grenier,-20.4872,57.4656,74.79,81,13,8.99,MU,2023-10-29 15:24:38
386,gutierrez zamora,20.45,-97.0833,93.02,72,49,8.66,MX,2023-10-29 15:24:38
387,taksimo,56.3444,114.8794,10.58,64,21,3.69,RU,2023-10-29 15:24:38
388,ghadamis,30.1337,9.5007,81.07,17,98,9.8,LY,2023-10-29 15:24:39
389,yulinshi,38.2906,109.7494,51.44,39,0,2.57,CN,2023-10-29 15:24:39
390,queenstown,-31.8976,26.8753,41.02,78,11,16.82,ZA,2023-10-29 15:24:39
391,bodaybo,57.8506,114.1933,19.42,70,99,4.83,RU,2023-10-29 15:24:39
392,tabasco,18.0,-92.6667,89.08,64,40,6.91,MX,2023-10-29 15:24:40
393,ati,13.2154,18.3353,91.17,17,0,10.07,TD,2023-10-29 15:24:40
394,darab,28.7519,54.5444,70.57,46,99,4.41,IR,2023-10-29 15:24:40
395,aden,12.7794,45.0367,82.08,69,30,15.19,YE,2023-10-29 15:23:38
396,oranjestad,12.524,-70.027,87.91,78,40,5.75,AW,2023-10-29 15:22:33
397,port saint john's,-31.6229,29.5448,59.56,59,100,9.17,ZA,2023-10-29 15:24:41
398,malvan,16.0667,73.4667,80.83,68,93,2.35,IN,2023-10-29 15:24:41
399,wenzhou,27.9994,120.6668,63.43,82,3,3.69,CN,2023-10-29 15:24:41
400,plainfield,40.6168,-74.4173,56.3,88,100,10.36,US,2023-10-29 15:21:03
401,diss,52.3768,1.1091,50.68,93,56,14.43,GB,2023-10-29 15:24:41
402,harper,4.375,-7.7169,78.8,86,0,6.42,LR,2023-10-29 15:24:42
403,lefkada,38.8275,20.7019,62.51,94,20,0.0,GR,2023-10-29 15:24:42
404,teruel,40.6667,-0.6667,49.59,71,100,11.01,ES,2023-10-29 15:24:42
405,maych'ew,12.7875,39.5422,56.59,89,93,5.53,ET,2023-10-29 15:24:42
406,sendafa,9.15,39.0333,58.35,93,16,3.36,ET,2023-10-29 15:24:43
407,salekhard,66.53,66.6019,6.39,99,97,2.98,RU,2023-10-29 15:24:43
408,bereeda,11.8704,51.0579,79.43,78,91,7.92,SO,2023-10-29 15:24:43
409,ain kercha,35.9247,6.6953,73.78,42,99,7.92,DZ,2023-10-29 15:24:43
410,callao,-12.0667,-77.15,71.89,68,40,17.27,PE,2023-10-29 15:24:43
411,susuman,62.7833,148.1667,-0.02,99,96,1.01,RU,2023-10-29 15:24:43
412,gimbi,9.1667,35.8333,55.74,98,100,2.26,ET,2023-10-29 15:24:44
413,aioun,16.6614,-9.6149,94.51,17,46,2.57,MR,2023-10-29 15:24:44
414,borovskoy,53.8,64.15,38.57,100,100,9.78,KZ,2023-10-29 15:24:44
415,fale old settlement,-9.3852,-171.2468,83.86,69,100,11.43,TK,2023-10-29 15:24:44
416,saint-joseph,-21.3667,55.6167,75.58,84,37,11.03,RE,2023-10-29 15:24:44
417,hobyo,5.3505,48.5268,76.26,93,100,6.67,SO,2023-10-29 15:24:45
418,jolo,6.05,121.0167,77.27,85,46,0.85,PH,2023-10-29 15:24:45
419,richards bay,-28.783,32.0377,62.2,56,100,15.5,ZA,2023-10-29 15:24:45
420,puerto baquerizo moreno,-0.9,-89.6,83.39,70,40,13.8,EC,2023-10-29 15:24:45
421,shakawe,-18.3667,21.85,79.93,40,91,9.4,BW,2023-10-29 15:24:46
422,thohoyandou,-22.9456,30.485,54.1,77,100,12.3,ZA,2023-10-29 15:24:46
423,vila franca do campo,37.7167,-25.4333,59.41,99,53,8.63,PT,2023-10-29 15:24:46
424,guanare,9.0418,-69.7421,84.13,76,100,5.66,VE,2023-10-29 15:24:46
425,crane,31.3974,-102.3501,40.5,82,100,19.33,US,2023-10-29 15:24:46
426,sinan,34.8262,126.1086,51.91,76,37,4.9,KR,2023-10-29 15:24:47
427,riviere-du-loup,47.8304,-69.5342,36.48,55,36,5.75,CA,2023-10-29 15:24:47
428,xining,36.6167,101.7667,41.97,56,0,1.61,CN,2023-10-29 15:24:47
429,cidade velha,14.9167,-23.6167,79.27,69,75,9.22,CV,2023-10-29 15:24:47
430,jeremie,18.65,-74.1167,84.09,74,55,2.24,HT,2023-10-29 15:24:47
431,smithers,54.7804,-127.1743,28.72,69,75,4.61,CA,2023-10-29 15:24:48
432,vikulovo,56.8167,70.6107,23.61,86,100,11.63,RU,2023-10-29 15:24:48
433,anajatuba,-3.2644,-44.6197,88.45,50,59,10.89,BR,2023-10-29 15:24:48
434,gamba,-2.65,10.0,78.24,90,63,6.26,GA,2023-10-29 15:24:48
435,bandrele,-12.9067,45.1914,80.35,83,0,6.91,YT,2023-10-29 15:24:48
436,bratsk,56.1325,101.6142,7.29,67,4,3.69,RU,2023-10-29 15:24:48
437,laojunmiao,39.8333,97.7333,45.97,29,56,5.61,CN,2023-10-29 15:24:49
438,el kef,36.1742,8.7049,73.13,33,100,9.31,TN,2023-10-29 15:24:49
439,funafuti,-8.5243,179.1942,86.0,89,75,0.0,TV,2023-10-29 15:24:49
440,chonchi,-42.6128,-73.8092,47.41,69,55,11.5,CL,2023-10-29 15:24:49
441,kloulklubed,7.0419,134.2556,77.5,74,29,6.87,PW,2023-10-29 15:24:50
442,dieppe,49.75,1.1667,52.02,79,10,3.0,FR,2023-10-29 15:24:50
443,villa gesell,-37.2639,-56.973,59.23,79,100,12.44,AR,2023-10-29 15:22:44
444,spring creek,40.7266,-115.5859,39.81,28,0,4.88,US,2023-10-29 15:24:50
445,golfito,8.639,-83.166,80.91,85,91,5.1,CR,2023-10-29 15:24:50
446,boyolangu,-8.1181,111.8935,74.28,93,80,2.17,ID,2023-10-29 15:24:50
447,saint-pierre,-21.3393,55.4781,76.68,78,100,3.44,RE,2023-10-29 15:24:51
448,ivdel',60.6911,60.4206,25.2,65,100,8.99,RU,2023-10-29 15:24:51
449,la ronge,55.1001,-105.2842,30.45,64,75,16.11,CA,2023-10-29 15:24:51
450,vernon,50.2581,-119.2691,45.75,53,24,2.3,CA,2023-10-29 15:24:51
451,berbera,10.4396,45.0143,82.4,72,57,6.2,SO,2023-10-29 15:24:52
452,yekaterinovka,52.0508,44.3451,37.33,88,100,14.94,RU,2023-10-29 15:24:52
453,novyy urgal,51.0736,132.5642,29.14,76,75,1.7,RU,2023-10-29 15:24:52
454,le vauclin,14.5452,-60.8388,86.05,74,75,11.5,MQ,2023-10-29 15:24:52
455,greenville,35.6127,-77.3663,84.15,52,0,9.22,US,2023-10-29 15:24:52
456,bella union,-30.2752,-57.6007,84.88,56,0,5.93,UY,2023-10-29 15:24:53
457,araguaina,-7.1911,-48.2072,99.09,24,91,7.96,BR,2023-10-29 15:23:28
458,cajabamba,-7.6167,-78.05,65.26,52,100,7.11,PE,2023-10-29 15:24:53
459,princeville,45.7668,-61.2985,45.25,74,100,14.97,CA,2023-10-29 15:24:53
460,wotho,10.1657,166.0102,83.34,74,56,20.67,MH,2023-10-29 15:24:53
461,talodi,10.6325,30.3797,77.04,71,13,1.83,SD,2023-10-29 15:24:54
462,lagos,6.5833,3.75,82.72,92,41,3.76,NG,2023-10-29 15:24:54
463,verkhnevilyuysk,63.4453,120.3167,8.85,94,47,5.21,RU,2023-10-29 15:24:54
464,lahij,13.1667,44.5833,76.08,71,19,6.04,YE,2023-10-29 15:24:54
465,archbald,41.4948,-75.5369,50.52,91,100,3.0,US,2023-10-29 15:24:54
466,howrah,22.5892,88.3103,75.2,83,20,5.75,IN,2023-10-29 15:24:54
467,bel ombre,-4.6167,55.4167,78.64,89,40,17.27,SC,2023-10-29 15:24:55
468,riberalta,-10.9833,-66.1,86.2,70,75,8.05,BO,2023-10-29 15:24:55
469,arkhangel'sk,64.5401,40.5433,24.13,81,30,3.85,RU,2023-10-29 15:24:55
470,dongcun,36.7767,121.1597,62.17,85,0,6.85,CN,2023-10-29 15:24:55
471,vail,32.0479,-110.712,75.94,20,0,1.99,US,2023-10-29 15:24:55
472,myadzyel,54.8731,26.9359,36.1,93,100,12.82,BY,2023-10-29 15:24:56
473,ma'rib,15.4591,45.3253,80.33,37,100,4.41,YE,2023-10-29 15:24:56
474,la'ie,21.6477,-157.9253,84.16,73,3,4.0,US,2023-10-29 15:24:56
475,huillapima,-28.7253,-65.9787,99.55,12,20,12.5,AR,2023-10-29 15:24:56
476,bubaque,11.2833,-15.8333,83.08,74,7,7.7,GW,2023-10-29 15:24:56
477,colesberg,-30.72,25.0972,41.18,59,0,30.56,ZA,2023-10-29 15:24:56
478,parabel',58.6978,81.4825,14.92,94,19,3.0,RU,2023-10-29 15:24:57
479,cole harbour,44.6724,-63.4751,49.95,65,100,13.8,CA,2023-10-29 15:24:57
480,las trojes,14.0667,-85.9833,79.52,64,53,4.32,HN,2023-10-29 15:24:57
481,matipo,-20.2839,-42.3411,82.17,59,100,6.96,BR,2023-10-29 15:24:58
482,kyzyl-mazhalyk,51.1333,90.6,22.91,42,96,1.99,RU,2023-10-29 15:24:58
483,kotido,2.9806,34.1331,71.71,74,90,4.9,UG,2023-10-29 15:24:58
484,el granada,37.5027,-122.4694,72.45,18,0,5.75,US,2023-10-29 15:23:38
485,wayne,42.2506,-83.2833,49.44,83,100,10.36,US,2023-10-29 15:24:59
486,ola,59.5833,151.2833,28.26,68,15,5.17,RU,2023-10-29 15:24:59
487,chitipa,-9.7024,33.2697,71.1,53,68,4.34,MW,2023-10-29 15:25:00
488,barra de santo antonio,-9.4047,-35.5072,79.88,72,100,10.47,BR,2023-10-29 15:25:00
489,la foa,-21.7108,165.8276,69.84,54,52,6.51,NC,2023-10-29 15:25:01
490,quarai,-30.3875,-56.4514,83.55,58,0,4.03,BR,2023-10-29 15:25:01
491,penedo,-10.2903,-36.5864,78.08,66,52,11.1,BR,2023-10-29 15:24:03
492,willowmore,-33.2926,23.4895,45.48,68,3,18.05,ZA,2023-10-29 15:25:01
493,tabriz,38.08,46.2919,54.86,47,20,6.91,IR,2023-10-29 15:25:01
494,gualeguay,-33.1416,-59.3097,89.2,47,26,7.72,AR,2023-10-29 15:25:02
495,la gi,10.6667,107.7833,77.9,91,47,8.32,VN,2023-10-29 15:25:02
496,howard springs,-12.497,131.047,80.51,87,82,2.77,AU,2023-10-29 15:25:02
497,nedroma,35.0136,-1.748,63.75,77,70,2.53,DZ,2023-10-29 15:25:03
498,port said,31.2565,32.2841,78.78,78,20,12.66,EG,2023-10-29 15:25:03
499,arno,60.1167,18.6333,36.79,68,100,5.59,SE,2023-10-29 15:25:04
500,dryden,49.7833,-92.7503,26.89,80,75,9.22,CA,2023-10-29 15:25:04
501,whitecourt,54.1502,-115.6855,36.64,44,20,3.44,CA,2023-10-29 15:25:04
502,antsohihy,-14.8796,47.9875,80.28,78,1,2.59,MG,2023-10-29 15:25:04
503,nica,43.7031,7.2661,68.88,73,75,9.22,FR,2023-10-29 15:23:22
504,puerto san jose,13.9256,-90.8244,81.18,80,100,17.72,GT,2023-10-29 15:25:05
505,sidi ifni,29.3797,-10.173,71.35,69,88,2.35,MA,2023-10-29 15:25:05
506,tromso,69.6496,18.957,24.82,86,40,5.75,NO,2023-10-29 15:25:06
507,necochea,-38.5473,-58.7368,62.02,39,23,21.81,AR,2023-10-29 15:25:06
508,codajas,-3.8367,-62.0569,103.41,20,11,5.64,BR,2023-10-29 15:25:07
509,pemba,-12.974,40.5178,81.3,83,20,6.91,MZ,2023-10-29 15:25:07
510,mount pearl,47.5166,-52.7813,45.14,68,75,23.02,CA,2023-10-29 15:25:07
511,igoumenitsa,39.5039,20.2656,64.06,71,0,3.42,GR,2023-10-29 15:25:07
512,kenora,49.8167,-94.4337,27.57,74,75,9.22,CA,2023-10-29 15:25:08
513,gadzhiyevo,69.2551,33.3362,19.6,91,100,4.56,RU,2023-10-29 15:25:08
514,hadibu,12.65,54.0333,79.5,74,34,8.12,YE,2023-10-29 15:25:08
515,holualoa,19.6228,-155.9522,80.87,74,20,8.05,US,2023-10-29 15:25:09
516,kone,-21.0595,164.8658,69.78,57,18,4.12,NC,2023-10-29 15:25:09
517,fort mcmurray,56.7268,-111.381,31.59,59,100,8.05,CA,2023-10-29 15:20:28
518,hotan,37.0997,79.9269,57.09,20,95,2.08,CN,2023-10-29 15:25:09
519,stephenville,32.2207,-98.2023,42.75,93,100,14.97,US,2023-10-29 15:25:10
520,metkovic,43.0542,17.6483,57.67,78,1,3.85,HR,2023-10-29 15:25:10
521,ribeira brava,32.65,-17.0667,72.23,80,91,5.03,PT,2023-10-29 15:25:10
522,kokopo,-4.352,152.2633,75.34,88,82,4.23,PG,2023-10-29 15:25:11
523,charters towers,-20.1,146.2667,62.51,74,32,5.99,AU,2023-10-29 15:25:11
524,coquimatlan,19.2,-103.8,87.17,60,44,5.17,MX,2023-10-29 15:25:11
525,luderitz,-26.6481,15.1594,70.81,33,1,14.16,NA,2023-10-29 15:25:12
526,satuek,15.297,103.2919,80.1,92,97,7.96,TH,2023-10-29 15:25:12
527,bamboo flat,11.7,92.7167,78.89,100,40,1.14,IN,2023-10-29 15:25:12
528,sierra grande,-41.606,-65.3557,60.94,15,82,28.25,AR,2023-10-29 15:25:13
529,gueret,46.1667,1.8667,47.73,97,100,2.3,FR,2023-10-29 15:25:13
530,san rafael del sur,11.8485,-86.4384,83.37,92,100,4.47,NI,2023-10-29 15:25:13
531,noumea,-22.2763,166.4572,75.0,99,27,7.63,NC,2023-10-29 15:20:45
532,okha,53.5739,142.9478,37.36,80,100,13.78,RU,2023-10-29 15:25:14
533,machina,13.1364,10.0492,86.2,16,5,9.42,NG,2023-10-29 15:25:14
534,lagoa,39.05,-27.9833,61.68,67,100,9.4,PT,2023-10-29 15:25:15
535,sur,22.5667,59.5289,80.74,66,83,8.48,OM,2023-10-29 15:25:15
536,nanpiao,41.0982,120.7479,55.27,82,99,6.04,CN,2023-10-29 15:25:16
537,carroll,39.5501,-77.0164,72.72,82,75,4.61,US,2023-10-29 15:25:16
538,outjo,-20.1167,16.15,75.51,15,1,13.94,NA,2023-10-29 15:25:16
539,forster,-32.1667,152.5167,57.29,96,14,8.21,AU,2023-10-29 15:25:16
540,miramar,25.9873,-80.2323,84.99,72,75,18.41,US,2023-10-29 15:25:17
541,ulladulla,-35.35,150.4667,61.97,41,82,6.96,AU,2023-10-29 15:25:17
542,selfoss,63.9331,-20.9971,33.04,70,64,6.31,IS,2023-10-29 15:25:17
543,colby,39.3958,-101.0524,33.1,66,75,17.27,US,2023-10-29 15:25:17
544,thames,-37.1333,175.5333,56.68,96,100,21.56,NZ,2023-10-29 15:25:18
545,shahritus,37.2637,68.1385,71.02,30,9,3.36,TJ,2023-10-29 15:25:18
546,laela,-8.5667,32.05,70.63,55,97,1.12,TZ,2023-10-29 15:25:18
547,lionel town,17.8101,-77.2406,87.69,59,31,5.66,JM,2023-10-29 15:25:19
548,port de pollenca,39.9075,3.0814,67.57,76,100,9.44,ES,2023-10-29 15:25:19
549,ust-tsilma,65.441,52.1498,21.61,79,100,8.99,RU,2023-10-29 15:25:19
550,sansanne-mango,10.3592,0.4708,88.68,37,65,2.28,TG,2023-10-29 15:25:20
551,turpan,42.9333,89.1667,57.88,38,100,1.28,CN,2023-10-29 15:25:20
552,kirando,-7.4167,30.6,77.27,71,69,7.4,TZ,2023-10-29 15:25:21
553,margate,51.3813,1.3862,53.31,90,100,5.01,GB,2023-10-29 15:25:21
554,roma,43.2128,-75.4557,46.58,94,100,4.61,US,2023-10-29 15:21:05
555,tabou,4.423,-7.3528,79.03,85,1,5.3,CI,2023-10-29 15:25:22
556,dabai,11.4765,5.2063,82.4,23,24,5.32,NG,2023-10-29 15:25:22
557,christchurch,-43.5333,172.6333,57.42,76,40,19.57,NZ,2023-10-29 15:25:22
558,acarau,-2.8856,-40.12,82.96,63,23,19.22,BR,2023-10-29 15:25:22
559,colonia,50.9333,6.95,57.88,71,0,11.5,DE,2023-10-29 15:22:25
560,cannonvale,-20.2833,148.7,72.79,67,17,7.7,AU,2023-10-29 15:25:23
561,yangjiang,21.85,111.9667,72.01,93,99,5.23,CN,2023-10-29 15:25:24
562,broome,42.2506,-75.833,49.46,90,100,4.61,US,2023-10-29 15:25:24
563,las heras,-46.5419,-68.9359,43.32,49,100,10.56,AR,2023-10-29 15:20:37
564,maues,-3.3836,-57.7186,100.67,26,97,4.03,BR,2023-10-29 15:24:18
565,tofol,5.3248,163.0078,82.54,76,90,12.35,FM,2023-10-29 15:25:25
566,isangel,-19.55,169.2667,73.72,65,14,9.86,VU,2023-10-29 15:25:25
567,xiaoweizhai,26.1903,107.5125,56.84,93,1,2.59,CN,2023-10-29 15:25:25
568,parras de la fuente,25.4167,-102.1833,80.82,34,0,2.33,MX,2023-10-29 15:25:26
569,general salgado,-20.6483,-50.3606,96.76,30,61,10.25,BR,2023-10-29 15:25:26
570,duyun,26.2667,107.5167,56.52,93,0,2.64,CN,2023-10-29 15:25:26
571,sal rei,16.1833,-22.9167,78.53,69,100,10.22,CV,2023-10-29 15:25:26
572,ankpa,7.3706,7.6253,80.01,68,99,2.73,NG,2023-10-29 15:25:27
573,manasa,24.4837,75.2687,72.32,44,43,3.06,IN,2023-10-29 15:25:27
574,penafiel,41.2084,-8.2829,54.52,96,100,9.86,PT,2023-10-29 15:25:27
575,horta,38.5333,-28.6333,60.44,81,40,8.05,PT,2023-10-29 15:25:28
